CSML	-1	 INDEXIQ ETF TRUST - IQ CHAIKIN U.S. SMALL CAP ETF
CSOD	3116	 CORNERSTONE ONDEMAND INC
CSPI	3116	 C S P INC
CSQ	1031	 CALAMOS STRATEGIC TOTAL RETURN FUND
CSRA	-1	 -10
CSS	1021	 CSS INDUSTRIES INC
CSSE	1021	 CHICKEN SOUP FOR THE SOUL ENTERTAINMENT INC
CSTE	1010	 CAESARSTONE LTD
CSTM	1010	 CONSTELLIUM NV
CSTR	1032	 CAPSTAR FINANCIAL HOLDINGS INC
CSU	2063	 CAPITAL SENIOR LIVING CORP
CSV	1021	 CARRIAGE SERVICES INC
CSWC	1031	 CAPITAL SOUTHWEST CORP
CSWI	3106	 CSW INDUSTRIALS INC
CSX	3106	 CSX CORP.
CTAA	-1	 QWEST CORPORATION 7% NOTES DUE 2056
CTAS	3105	 CINTAS CORP
CTB	1020	 COOPER TIRE & RUBBER CO
CTBB	-1	 QWEST CORP NT 6.5% DUE 2058 (CO)
CTBI	1032	 COMMUNITY TRUST BANCORP INC
CTDD	-1	 Qwest Corporation
CTEK	3105	 CYNERGISTEK INC
CTG	3116	 COMPUTER TASK GROUP INC
CTHR	1021	 CHARLES & COLVARD LTD
CTIB	1020	 CTI INDUSTRIES CORP
CTIC	2063	 CTI BIOPHARMA CORP
CTL	3084	 CENTURYLINK INC
CTLT	2063	 CATALENT INC
CTMX	2063	 CYTOMX THERAPEUTICS INC. COM
CTO	1042	 CONSOLIDATED TOMOKA LAND CO
CTR	1031	 CLEARBRIDGE MLP AND MIDSTREAM TOTAL RETURN FUND INC
CTRE	1042	 CARETRUST REIT INC
CTRL	3116	 CONTROL4 CORP
CTRN	1021	 CITI TRENDS INC
CTRP	1021	 CTRIP.COM INTERNATIONAL LTD
CTRV	2063	 CONTRAVIR PHARMACEUTICALS INC
CTS	3116	 CTS CORP
CTSH	3116	 COGNIZANT TECHNOLOGY SOLUTIONS CORP
CTSO	2064	 CYTOSORBENTS CORP
CTT	1042	 CATCHMARK TIMBER TRUST INC
CTU	-1	 -10
CTV	-1	 QWEST CORP 6.8750% 10/01/54 SERIES
CTW	-1	 -10
CTWS	2074	 CONNECTICUT WATER SERVICE INC
CTX	-1	 -10
CTXR	2063	 CITIUS PHARMACEUTICALS INC
CTXRW	-1	 -10
CTXS	3116	 CITRIX SYSTEMS INC
CTY	-1	 QWEST CORP 6.1250% 6/01/53 SERIES
CTZ	-1	 QWEST CORP 6.625% NTS DUE 2055
CUB	3105	 CUBIC CORP
CUBA	1031	 HERZFELD CARIBBEAN BASIN FUND
CUBE	1042	 CUBESMART
CUBI	1032	 CUSTOMERS BANCORP INC
CUBI_C	-1	 -10
CUBI_D	-1	 -10
CUBI_E	-1	 -10
CUBI_F	-1	 -10
CUBN	-1	 -10
CUBS	-1	 CUSTOMERS BANCORP INC
CUDA	-1	 -10
CUI	3116	 CUI GLOBAL INC
CUK	1021	 CARNIVAL PLC ADS
CULP	1021	 CULP INC.
CUMB	-1	 VIRTUS ETF ADVISERS LLC - VIRTUS CUMBERLAND MUNICIPAL BOND ETF
CUNB	-1	 -10
CUO	3106	 CONTINENTAL MATERIALS CORP(NEW
CUR	2063	 NEURALSTEM INC
CUTR	2063	 CUTERA INC
CUZ	1042	 COUSINS PROPERTIES INC
CVA	3106	 COVANTA HOLDING CORPORATION
CVBF	1032	 CVB FINANCIAL CORP
CVCO	1021	 CAVCO INDUSTRIES INC
CVCY	1032	 CENTRAL VALLEY COMM BANCORP
CVE	3094	 CENOVUS ENERGY INC
CVEO	3105	 CIVEO CORP
CVG	3105	 CONVERGYS CORP
CVGI	1020	 COMMERCIAL VEHICLE GROUP INC
CVGW	2053	 CALAVO GROWERS INC
CVI	3095	 CVR ENERGY INC COM STK (DE)
CVLT	3116	 COMMVAULT SYSTEMS INC
CVLY	1032	 CODORUS VY BANCORP INC
CVM	2063	 CEL-SCI CORPORATION
CVM-WS	-1	 -10
CVNA	1021	 CARVANA CO.
CVO	-1	 -10
CVR	3106	 CHICAGO RIVET & MACHINE CO
CVRR	3095	 CVR REFINING LP
CVRS	2063	 CORINDUS VASCULAR ROBOTICS INC
CVS	2063	 CVS HEALTH CORP
CVTI	3106	 COVENANT TRANSPORTATION GROUP
CVU	3105	 CPI AEROSTRUCTURES INC
CVV	3106	 CVD EQUIPMENT CORP
CVX	3094	 CHEVRON CORPORATION
CW	3106	 CURTISS-WRIGHT CORP
CWAI	-1	 STRONGVEST ETF TRUST - CWA INCOME ETF
CWAY	1032	 COASTWAY BANCORP INC
CWBC	1032	 COMMUNITY WEST BANCSHARES
CWCO	2074	 CONSOLIDATED WATER CO INC
CWEB	-1	 DIREXION SHARES ETF TRUST - DIREXION DAILY CSI CHINA INTERNET INDEX BULL 2X SHARES
CWH	1020	 CAMPING WORLD HOLDINGS INC
CWS	-1	 ADVISORSHARES TRUST
CWST	3106	 CASELLA WASTE SYSTEMS INC
CWT	2074	 CALIFORNIA WTR SVC GRP(HLDG CO
CX	1010	 CEMEX SA DE CV ADS (EA REPTG 10 ORD CTF: 1 ADS)
CXDC	1020	 CHINA XD PLASTICS CO LTD
CXE	1031	 MFS HIGH INCOME MUNICIPAL TRUS
CXH	1031	 MFS INVESTMENT GRADE MUNICIPAL
CXO	3094	 CONCHO RESOURCES INC
CXP	1042	 COLUMBIA PROPERTY TRUST INC
CXRX	-1	 -10
CXSE	-1	 WISDOMTREE CHINA DIVIDEND EX-FINANCIALS FUND
CXW	1042	 CORECIVIC INC
CY	3116	 CYPRESS SEMICONDUCTOR CORP
CYAD	2063	 CELYAD SA SPONSORED ADR
CYAN	2053	 CYANOTECH CORP
CYBE	3116	 CYBEROPTICS CORP
CYBR	3116	 CYBER-ARK SOFTWARE LTD/ISRAEL
CYCC	2063	 CYCLACEL PHARMACEUTICALS INC COM STK
CYCCP	-1	 -10
CYD	3106	 CHINA YUCHAI INTL LTD
CYH	2063	 COMMUNITY HEALTH SYSTEMS INC
CYHHZ	-1	 -10
CYOU	3116	 CHANGYOU.COM LTD
CYRN	3116	 CYREN LTD
CYRX	1021	 CRYOPORT INC
CYRXW	-1	 -10
CYS	1042	 CYS INVESTMENTS INC
CYS_A	-1	 -10
CYS_B	-1	 -10
CYTK	2063	 CYTOKINETICS INC
CYTR	2063	 CYTRX CORP
CYTX	2063	 CYTORI THERAPEUTICS  INC. (DE)
CYTXW	-1	 -10
CZFC	1032	 CITIZENS FIRST CORP
CZNC	1032	 CITIZENS & NORTHN CORP
CZR	1021	 CAESARS ENTERTAINMENT CORP/NEW
CZWI	1032	 CITIZENS COMMUNITY BANCORP INC
CZZ	2074	 COSAN LTD
D	2074	 DOMINION ENERGY INC
DAC	3106	 DANAOS CORP
DAIO	3116	 DATA I O CORP
DAKT	3116	 DAKTRONICS INC
DAL	3105	 DELTA AIR LINES INC
DALT	-1	 ANFIELD CAPITAL DIVERSIFIED
DAN	1020	 DANA INC
DAR	3106	 DARLING INGREDIENTS INC
DARE	2063	 DARE BIOSCIENCE INC
DATA	3116	 TABLEAU SOFTWARE INC
DAVE	1021	 FAMOUS DAVE'S OF AMERICA
DAX	-1	 GLOBAL X FDS
DB	1032	 DEUTSCHE BANK AG NAMEN AKT
DBD	3116	 DIEBOLD NIXDORF INC
DBES	-1	 -10
DBIT	-1	 -10
DBL	1031	 DOUBLELINE OPPORTUNISTIC CREDIT FUND
DBRT	-1	 CREDIT SUISSE AG NASSAU BRANCH
DBVT	2063	 DBV TECHNOLOGIES SA
DCF	-1	 DREYFUS ALCENTRA GLOBAL CREDIT INCOME 2024 TARGET TERM FUND INC
DCI	3106	 DONALDSON CO INC
DCIX	3106	 PERFORMANCE SHIPPING INC
DCM	-1	 -10
DCO	3105	 DUCOMMUN INCORPORATED
DCOM	1032	 DIME COMMUNITY BANCSHARES
DCP	3094	 DCP MIDSTREAM LP
DCPH	2063	 DECIPHERA PHARMACEUTICALS INC
DCT	1042	 DCT INDUSTRIAL TRUST INC
DCUD	2074	 DOMINION ENERGY INC
DD	-1	 -10
DD_A	-1	 -10
DD_B	-1	 -10
DDBI	-1	 LEGG MASON PARTNERS FUND ADVISOR LLC - LEGG MASON DEVELOPED EX-US DIVERSIFIED CORE ETF
DDC	-1	 -10
DDD	3116	 3D SYSTEMS CORP
DDE	1021	 DOVER DOWNS GAM&ENTNMNT INC.
DDEZ	-1	 -10
DDF	1031	 DELAWARE INVTS DIVID & INCM FD
DDJP	-1	 -10
DDLS	-1	 WISDOMTREE TR DYNAMIC CURRENCY HEDGED INTL SMALLCAP EQ FD
DDR	-1	 -10
DDR_A	-1	 -10
DDR_J	-1	 -10
DDR_K	-1	 -10
DDS	1021	 DILLARD'S INC
DDT	1021	 DILLARDS CAP TST I 7.50%CP SEC
DDWM	-1	 WISDOMTREE TR CURRENCY HEDGED INTL EQUITY FD
DE	3105	 DEERE & CO
DEA	1042	 EASTERLY GOVERNMENT PROPERTIES INC
DECK	1021	 DECKERS OUTDOOR CORP
DEEF	-1	 DEUTSCHE X TRACKERS FTSE DEVELOPED EX US ENJANCED BETA ETF
DEFA	-1	 ISHARES TR ADAPTIVE CURRENCY HEDGED MSCI EAFE ETF
DEI	1042	 DOUGLAS EMMETT INC
DEL	-1	 -10
DELT	-1	 -10
DELTW	-1	 -10
DEMG	-1	 DBX ADVISORS LLC - DEUTSCHE X-TRACKERS FTSE EMERGING COMPREHENSIVE FACTOR ETF
DEMS	-1	 -10
DENN	1021	 DENNYS CORP
DEO	2052	 DIAGEO PLC(NEW)ADS (RP 4 ORD)
DEPO	-1	 -10
DERM	2063	 DERMIRA INC
DESC	-1	 DBX ADVISORS LLC - DEUTSCHE X-TRACKERS RUSSELL 2000 COMPREHENSIVE FACTOR ETF
DESP	1021	 DESPEGAR.COM CORP
DEST	1021	 DESTINATION MATERNITY CORP
DEUS	-1	 DEUTSCHE X TRACKERS RUSSELL 1000 ENHANCED BETA ETF (DE)
DEWJ	-1	 ISHARES TR ADAPTIVE CURRENCY HEDGED MSCI JAPAN ETF
DEX	1031	 DELAWARE ENHANCED GLOBAL DIVIDEND AND INCOME FUND
DEZU	-1	 ISHARES TR ADAPTIVE CURRENCY HEDGED MSCI EUROZONE ETF
DF	2053	 DEAN FOODS CO
DFBG	-1	 -10
DFEN	-1	 DIREXION SHARES ETF TRUST - DIREXION DAILY AEROSPACE & DEFENSE BULL 3X SHARES
DFFN	2063	 DIFFUSION PHARMACEUTICALS
DFIN	1032	 DONNELLEY FINL SOLUTIONS INC  COM STK W.I. (DE)
DFND	-1	 REALITY SHS ETF TR DIVCON DIVID DEFENDER ETF
DFNL	-1	 DAVIS SELECTED ADVISERS L.P - DAVIS SELECT FINANCIAL ETF
DFP	1031	 FLAHERTY & CRUMRINE DYNAMIC PREFERRED AND INCOME FUND INC
DFRG	1021	 DEL FRISCO'S RESTAURANT GROUP
DFS	1032	 DISCOVER FINANCIAL SERVICES
DFS_B	-1	 -10
DFS_B-CL	-1	 -10
DFVL	-1	 IPATH US TREASURY 5-YEAR BULL ETN
DFVS	-1	 IPATH US TREASURY 5-YEAR BEAR ETN
DG	2053	 DOLLAR GENERAL CORP
DGICA	-1	 -10
DGICB	-1	 -10
DGII	3116	 DIGI INTERNATIONAL INC
DGLT	-1	 -10
DGLY	3105	 DIGITAL ALLY INC
DGSE	1021	 DGSE COS INC
DGX	2064	 QUEST DIAGNOSTICS INC.
DHDG	-1	 WISDOMTREE TRUST - WISDOMTREE DYNAMIC CURRENCY HEDGED INTERNATIONAL QUALITY DIVIDEND GROW
DHF	1031	 DREYFUS HIGH YIELD STRATEGIES
DHG	-1	 -10
DHI	1021	 DR HORTON INC
DHIL	1031	 DIAMOND HILL INVESTMENT GROUP INC
DHR	2064	 DANAHER CORPORATION
DHT	3106	 DHT HOLDINGS INC
DHVW	-1	 DIAMOND HILL CAPITAL MANAGEMENT INC
DHX	3105	 DHI GROUP INC
DHXM	1021	 DHX MEDIA LTD ORDNARY SHARES VAR. VTG (CANADA)
DHY	1031	 CREDIT SUISSE HIGH YIELD BOND FUND
DIAL	-1	 COLUMBIA ETF TRUST I - COLUMBIA DIVERSIFIED FIXED INCOME ALLOCATION ETF
DIAX	1031	 NUVEEN DOW 30SM DYNAMIC OVERWRITE FUND
DIN	1021	 DINE BRANDS GLOBAL INC
DIOD	3116	 DIODES INC
DIS	1021	 WALT DISNEY CO
DISCA	-1	 -10
DISCB	-1	 -10
DISCK	-1	 -10
DISH	3084	 DISH NETWORK CORP
DIT	2053	 AMCON DISTRIBUTING CO
DIVA	-1	 QUANTSHARES HEDGED DIVIDEND
DIVB	-1	 BLACKROCK INSTITUTIONAL TRUST COMPANY N.A. - ISHARES U.S. DIVIDEND AND BUYBACK ETF
DIVO	-1	 AMPLIFY INVESTMENTS LLC - AMPLIFY YIELDSHARES CWP DIVIDEND & OPTION INCOME ETF
DIVY	-1	 REALITY SHARES DIVS ETF
DJCO	1021	 DAILY JOURNAL CORP (S.C.)
DJD	-1	 INVESCO CAPITAL MANAGEMENT LLC
DK	3095	 DELEK US ENERGY INC
DKL	3094	 DELEK LOGISTICS PARTNERS LP
DKS	1021	 DICK'S SPORTING GOODS INC
DKT	1032	 DB CONT CAP TR V (DB) 8.0500% SERIES
DL	2053	 CHINA DISTANCE EDUCATION HOLDINGS LTD
DLA	1021	 DELTA APPAREL INC
DLB	1021	 DOLBY LABORATORIES  INC.
DLBL	-1	 IPATH US TREASURY LONG BOND BULL ETN
DLBR	-1	 VelocityShares Short LIBOR ETN
DLBS	-1	 IPATH US TREASURY LONG BOND BEAR ETN
DLHC	3105	 DLH HOLDINGS CORP
DLNG	3106	 DYNAGAS LNG PARTNERS LP
DLNG_A	-1	 -10
DLPH	1020	 Delphi Technologies PLC
DLR	1042	 DIGITAL REALTY TRUST
DLR_C	-1	 -10
DLR_G	-1	 -10
DLR_H	-1	 -10
DLR_I	-1	 -10
DLR_J	-1	 -10
DLTH	1021	 DULUTH HOLDINGS INC
DLTR	2053	 DOLLAR TREE INC
DLX	3105	 DELUXE CORPORATION
DM	3094	 DOMINION ENERGY MIDSTREAM PARTNERS LP
DMB	1031	 DREYFUS MUNICIPAL BOND INFRASTRUCTURE FUND INC
DMF	1031	 DREYFUS MUNICIPAL INCOME
DMLP	3094	 DORCHESTER MINERALS LP
DMO	1031	 WESTERN ASSET MORTGAGE DEFINED OPPORTUNITY FUND INC
DMPI	2063	 DELMAR PHARMACEUTICALS INC
DMRC	3116	 DIGIMARC CORP
DMRI	-1	 TRANSAMERICA ETF TRUST - DELTASHARES S&P INTERNATIONAL MANAGED RISK ETF
DMRL	-1	 TRANSAMERICA ETF TRUST - DELTASHARES S&P 500 MANAGED RISK ETF
DMTX	-1	 -10
DNB	3105	 THE DUN & BRADSTREET CORP
DNBF	1032	 DNB FINANCIAL CORP
DNI	1031	 DIVIDEND AND INCOME FUND
DNKN	1021	 DUNKIN' BRANDS GROUP INC
DNN	1010	 DENISON MINES CORP
DNOW	3095	 NOW INC/DE
DNP	1031	 DNP SELECT INCOME FUND  INC.
DNR	3094	 DENBURY RESOURCES INC(HOLDING CO)
DO	3094	 DIAMOND OFFSHORE DRILLING INC
DOC	1042	 PHYSICIANS REALTY TRUST
DOOR	1010	 MASONITE INTERNATIONAL CORP
DORM	1020	 DORMAN PRODUCTS INC
DOTA	3105	 DRAPER OAKWOOD TECHNOLOGY ACQUISITION INC
DOTAR	-1	 -10
DOTAU	-1	 -10
DOTAW	-1	 -10
DOV	3106	 DOVER CORP
DOVA	2063	 DOVA PHARMACEUTICALS INC
DOX	3116	 AMDOCS LTD
DPG	1031	 DUFF & PHELPS GLOBAL UTILITY AND MIDSTREAM ENERGY INCOME FUN
DPLO	2063	 DIPLOMAT PHARMACY INC
DPS	-1	 -10
DPST	-1	 DIREXION SHS ETF TR DAILY REGIONAL BKS BULL 3X SHS
DPW	3116	 DPW HOLDINGS INC
DPZ	1021	 DOMINO'S PIZZA INC COM STK
DQ	3116	 DAQO NEW ENERGY CORP
DRAD	2063	 DIGIRAD CORP
DRD	1010	 DRDGOLD LTD
DRE	1042	 DUKE REALTY CORP
DRH	1042	 DIAMONDROCK HOSPITALITY COMPANY
DRI	1021	 DARDEN RESTAURANTS INC
DRIO	2064	 DARIOHEALTH CORP
DRIOW	-1	 -10
DRNA	2063	 DICERNA PHARMACEUTICALS INC
DRQ	3095	 DRIL QUIP INC
DRRX	2063	 DURECT CORPORATION
DRUA	-1	 DOMINION RES INC VA NEW ENHANCED JR SUB NT 2016 SER A
DRYS	3106	 DRYSHIPS INC
DS	1021	 DRIVE SHACK INC
DS_B	-1	 -10
DS_C	-1	 -10
DS_D	-1	 -10
DSE	1031	 DUFF & PHELPS SELECT MLP AND MIDSTREAM ENERGY FUND INC
DSGX	3116	 DESCARTES SYSTEMS GROUP INC/THE
DSKE	3106	 DASEKE INC
DSKEW	-1	 -10
DSL	1031	 DOUBLELINE INCOME SOLUTIONS FUND
DSM	1031	 DREYFUS STRATEGIC MUM BD FD
DSPG	3116	 DSP GROUP INC
DSS	3105	 DOCUMENTS SECURITY SYSTEMS INC
DST	-1	 -10
DSU	1031	 BLACKROCK DEBT STRATEGIES FUND
DSW	-1	 -10
DSWL	1020	 DESWELL INDS INC
DSX	3106	 DIANA SHIPPING INC.
DSX_B	-1	 -10
DSXN	-1	 -10
DTE	2074	 DTE ENERGY COMPANY (HLDG CO)
DTEA	2053	 DAVIDSTEA INC COM STOCK
DTF	1031	 DTF TAX-FREE INCOME INC
DTJ	-1	 DTE ENERGY CO 5 3/8  6/1/76 PFD
DTK	-1	 -10
DTLA_	-1	 -10
DTQ	-1	 DTE ENERGY COMPANY  2012 SERIES C 5.25%
DTRM	3116	 DETERMINE INC COM (DE)
DTUL	-1	 IPATH US TREASURY 2-YEAR BULL ETN
DTUS	-1	 IPATH US TREASURY 2-YEAR BEAR ETN
DTV	2074	 DTE ENERGY CO.
DTY	-1	 DTE Energy Company
DTYL	-1	 IPATH US TREASURY 10-YEAR BULL ETN
DTYS	-1	 IPATH US TREASURY 10-YEAR BEAR ETN
DUC	1031	 DUFF & PHELPS UTIL CORP BD TR
DUK	2074	 DUKE ENERGY CORPORATION (HOLDING CO) NEW COM
DUKH	-1	 -10
DUSA	-1	 DAVIS SELECTED ADVISERS L.P - DAVIS SELECT U.S. EQUITY ETF
DUSL	-1	 DIREXION SHARES ETF TRUST - DIREXION DAILY INDUSTRIALS BULL 3X SHARES
DVA	2063	 DAVITA INC
DVAX	2063	 DYNAVAX TECHNOLOGIES CORP
DVCR	2063	 DIVERSICARE HEALTHCARE SERVICE
DVD	1021	 DOVER MOTORSPORTS  INC.
DVEM	-1	 WISDOMTREE TR EMERGING MKTS DIVID FD
DVMT	3116	 DELL TECHNOLOGIES INC
DVN	3094	 DEVON ENERGY CORP (NEW)
DVP	-1	 ETF SERIES SOLUTIONS - DEEP VALUE ETF
DWAC	-1	 -10
DWAQ	-1	 INVESCO CAPITAL MANAGEMENT LLC
DWAS	-1	 INVESCO CAPITAL MANAGEMENT LLC
DWAT	-1	 ARROW DWA TACTICAL ETF
DWCH	3116	 DATAWATCH CORPORATION - NEW
DWDP	1010	 DOWDUPONT INC
DWFI	-1	 SSGA ACTIVE TRUST - SPDR DORSEY WRIGHT FIXED INCOME ALLOCATION ETF
DWIN	-1	 INVESCO CAPITAL MANAGEMENT LLC
DWLD	-1	 DAVIS SELECTED ADVISERS L.P - DAVIS SELECT WORLDWIDE ETF
DWLV	-1	 INVESCO CAPITAL MANAGEMENT LLC
DWPP	-1	 FIRST TRUST CBOE S&P 500 VIX TAIL HEDGE FUND
DWSN	3095	 DAWSON GEOPHYSICAL CO
DWT	-1	 CITIGROUP GLOBAL MARKETS HOLDINGS INC
DWTR	-1	 INVESCO CAPITAL MANAGEMENT LLC
DX	1042	 DYNEX CAPITAL INC (NEW)
DX_A	-1	 -10
DX_B	-1	 -10
DXB	1032	 DB CAP TRST II (DB) 6.5500% SERIES
DXC	3116	 DXC TECHNOLOGY CO
DXCM	2064	 DEXCOM INC
DXLG	1021	 DESTINATION XL GROUP INC
DXPE	3106	 DXP ENTERPRISES INC
DXR	2064	 DAXOR CORPORATION
DXTR	-1	 -10
DXUS	-1	 -10
DXYN	1021	 DIXIE GROUP INC (THE)
DY	3105	 DYCOM INDS INC
DYB	-1	 WISDOMTREE TR DYNAMIC BEARISH U S EQUITY FD
DYLS	-1	 WISDOMTREE TR DYNAMIC LONG/SHORT US EQUITY FD
DYN	-1	 -10
DYN-WS-A	-1	 -10
DYN_A	-1	 -10
DYNC	2074	 DYN 7 07/01/19 PFD
DYNT	2063	 DYNATRONICS CORP
DYSL	3116	 DYNASIL CORP OF AMERICA
DZSI	3116	 DASAN ZHONE SOLUTIONS INC
E	3094	 ENI SPA ADS (EC REPTG 2 ORD SHS)
EA	3116	 ELECTRONIC ARTS INC
EAB	-1	 ENTERGY ARKANSAS 4.9000% 12/01/52 SERIES
EACQ	3105	 EASTERLY ACQUISITION CORP
EACQU	-1	 -10
EACQW	-1	 -10
EAD	1031	 WELLS FARGO INCOME OPPORTUNITIES FUND
EAE	-1	 ENTERGY ARKANSAS INC
EAGL	-1	 -10
EAGLU	-1	 -10
EAGLW	-1	 -10
EAI	-1	 ENTERGY ARK INC 1ST MTG BD 4.875% SER DUE 9/1/2066 (AR)
EARN	1042	 ELLINGTON RESIDENTIAL MORTGAGE REIT
EARS	2063	 AURIS MEDICAL HOLDING LTD
EAT	1021	 BRINKER INTL INC
EBAY	1021	 EBAY INC
EBAYL	-1	 -10
EBF	3106	 ENNIS INC COM
EBIO	-1	 -10
EBIX	3116	 EBIX INC
EBMT	1032	 EAGLE BANCORP MONTANA INC
EBR	2074	 CENTRAIS ELETRICAS BRASILEIRAS SA
EBR-B	-1	 -10
EBS	2063	 EMERGENT BIOSOLUTIONS INC
EBSB	1032	 MERIDIAN BANCORP INC
EBTC	1032	 ENTERPRISE BANCORP INC/MA
EC	3094	 ECOPETROL SA
ECA	3094	 ENCANA CORPORATION
ECC	1031	 EAGLE POINT CREDIT COMPANY INC
ECCA	1031	 EAGLE POINT CREDIT COMPANY INC
ECCB	1031	 EAGLE POINT CREDIT COMPANY INC - 7.75% PRF PERPETUAL USD 25 - SER B
ECCY	-1	 Eagle Point Credit Company Inc.
ECCZ	-1	 -10
ECF	1031	 ELLSWORTH GROWTH AND INCOME FU
ECF_A	-1	 -10
ECHO	3106	 ECHO GLOBAL LOGISTICS INC
ECL	1010	 ECOLAB INC
ECOL	3106	 ECOLOGY INC
ECOM	3116	 CHANNELADVISOR CORP
ECPG	1031	 ENCORE CAPITAL GROUP INC
ECR	-1	 -10
ECT	3094	 ECA MARCELLUS TRUST I
ECYT	2063	 ENDOCYTE INC
ED	2074	 CONSOLIDATED ED INC(HOLDING CO
EDAP	2063	 EDAP TMS S.A. SPONS ADR
EDBI	-1	 LEGG MASON PARTNERS FUND ADVISOR LLC - LEGG MASON EMERGING MARKETS DIVERSIFIED CORE ETF
EDD	1031	 MORGAN STANLEY EMERGING MARKETS DOMESTIC DEBT FUND INC
EDF	1031	 STONE HARBOR EMERGING MARKETS FIXED INCOME FUND
EDGE	-1	 -10
EDGW	3116	 EDGEWATER TECH INC
EDI	1031	 STONE HARBOR EMERGING MARKETS TOTAL INCOME FUND
EDIT	2063	 EDITAS MEDICINE INC
EDN	2074	 EMPRESA DISTRIBUIDORA Y COMERCIALIZADORA NORTE
EDOM	-1	 WISDOMTREE TR EUROPE LOCAL RECOVERY FD (DE)
EDOW	-1	 FIRST TRUST EXCHANGE-TRADED FUND III - FIRST TRUST DOW 30 EQUAL WEIGHT ETF
EDR	1042	 EDUCATION REALTY TRUST INC
EDU	2053	 NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP
EDUC	1021	 EDL DEVELOPMENT CORP DEL
EE	2074	" EL PASO ELECTRIC CO ""NEW"""
EEA	1031	 THE EUROPEAN EQUITY FUND INC. COM
EEFT	3105	 EURONET WORLDWIDE INC
EEI	3106	 ECOLOGY AND ENVIRONMENT INC
EEMO	-1	 INVESCO CAPITAL MANAGEMENT LLC
EEMX	-1	 SSGA ACTIVE TRUST - SPDR MSCI EMERGING MARKETS FOSSIL FUEL RESERVES FREE ETF
EEP	3094	 ENBRIDGE ENERGY PARTNERS L.P. CL-A
EEQ	3094	 ENBRIDGE ENERGY MANAGEMENT LLC
EEX	3105	 EMERALD EXPOSITIONS EVENTS INC
EFAS	-1	 GLOBAL X MANAGEMENT COMPANY LLC - GLOBAL X MSCI SUPERDIVIDEND EAFE ETF
EFAX	-1	 SSGA ACTIVE TRUST - SPDR MSCI EAFE FOSSIL FUEL RESERVES FREE ETF
EFBI	1032	 EAGLE FINANCIAL BANCORP INC
EFC	1032	 ELLINGTON FINANCIAL INC
EFF	1031	 EATON VANCE FLOATING-RATE INCOME PLUS FUND
EFII	3116	 ELECTRONICS FOR IMAGING
EFL	1031	 EATON VANCE FLOATING-RATE 2022 TARGET TERM TRUST
EFNL	-1	 ISHARES MSCI FINLAND CAPPED IN
EFOI	1021	 ENERGY FOCUS INC
EFR	1031	 EATON VANCE SR FLTG RATE FUND
EFSC	1032	 ENTERPRISE FINANCIAL SERVICES CORP
EFT	1031	 EATON VANCE FLOATING RATE INCOME TR BENE INT
EFX	3105	 EQUIFAX INCORPORATED
EGAN	3116	 EGAIN CORP
EGBN	1032	 EAGLE BANCORP INC (MD)
EGF	1031	 BLACKROCK ENHANCED GOVERNMENT
EGHT	3084	 8X8 INC
EGI	1010	 ENTREE RESOURCES LTD
EGIF	1031	 EAGLE GROWTH & INCOME OPPORTUNITY FD COM SHS OF BEN INT (DE)
EGL	3105	 ENGILITY HOLDINGS INC
EGLE	3106	 EAGLE BULK SHIPPING INC
EGLT	2063	 EGALET CORP
EGN	3094	 ENERGEN CORP
EGO	1010	 ELDORADO GOLD CORP
EGOV	3116	 NIC INC
EGP	1042	 EASTGROUP PROPERTIES INC
EGRX	2063	 EAGLE PHARMACEUTICALS INC
EGY	3094	 VAALCO ENERGY INC
EHI	1031	 WESTERN ASSET GLOBAL HIGH INCO
EHIC	3105	 EHI CAR SERVICES LTD
EHT	1031	 EATON VANCE HIGH INCOME 2021 TARGET TERM TRUST
EHTH	1032	 EHEALTH INC
EIA	1031	 EATON VANCE CALIFORNIA MUNICIP
EIG	1032	 EMPLOYERS HOLDINGS INC
EIGI	3116	 ENDURANCE INTERNATIONAL GROUP HOLDINGS INC
EIGR	2063	 EIGER BIOPHARMACEUTICALS INC
EIM	1031	 EATON VANCE MUNICIPAL BOND FUN
EIO	1031	 EATON VANCE OHIO MUNICIPAL BON
EIP	1031	 EATON VANCE PENNSYLVANIA MUNIC
EIV	1031	 EATON VANCE MUNICIPAL BOND FUN
EIX	2074	 EDISON INTERNATIONAL
EKSO	2064	 EKSO BIONICS HOLDINGS INC
EL	2053	 ESTEE LAUDER CO'S INC CL-A
ELC	-1	 ENTERGY LA LLC COLLATERAL TR MTG BD (TX)
ELEC	-1	 -10
ELECU	-1	 -10
ELECW	-1	 -10
ELF	2053	 E.L.F. BEAUTY INC
ELGX	2064	 ENDOLOGIX INC
ELJ	-1	 ENTERGY LA LLC 5.2500% 7/01/52 SERIES
ELLI	3116	 ELLIE MAE INC
ELLO	2074	 ELLOMAY CAPITAL LTD
ELMD	2063	 ELECTROMED INC
ELON	3116	 ECHELON CORP
ELP	2074	 COMPANHIA PARAN ADS(RP 1000 B
ELS	1042	 EQUITY LIFESTYLE PROPERTIES  INC.
ELSE	3116	 ELECTRO-SENSORS INC
ELTK	3116	 ELTEK LTD
ELU	-1	 ENTERGY LA  LLC 1ST MTG BD  4.7% SER DUE 06/01/2063
ELVT	1032	 ELEVATE CREDIT INC
